point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_depth,return_depth,cost_time,serve_width_1,serve_width_2
0.032430887,0.0,0.0,0.032070007,0.07384174,0.025790313,0.0308703,0.036158286,0.056312226,0.01600875,0.0,0.018444529,0.017758293,0.004244623,0.009351705,0.057992384,0.044690873,0.019422444,0.030896578,0.00564329,0.025289636,0.056392062,0.01633332,0.019076083,0.02048662,0.020434536,0.008568783,0.04522332,0.0,0.010405761,0.0,0.04662156,0.029609026,0.027689314,0.018712997,0.020569602,0.030320236,0.031706095,0.023365611,0.037268143
0.03066507,0.0,0.0,0.03188815,0.059237365,0.02293542,0.030864017,0.019677237,0.033015475,0.015955435,0.14108841,0.016945388,0.034209196,0.004966918,0.01164952,0.019295376,0.059364047,0.015492701,0.013105418,0.0062235245,0.0068779597,0.009267099,0.02402967,0.051185343,0.020115912,0.0040824455,0.043627348,0.01868382,0.013019617,0.0,0.0,0.03959271,0.04423065,0.013353854,0.034514826,0.027534837,0.022778554,0.021735601,0.028223336,0.010567733
